Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Total Distance per 90,Running Distance per 90 (15-20 km/h),HSR Distance per 90 (20-25 km/h),Sprinting Distance per 90 (+25 km/h),HI Distance per 90 (+20 km/h),Meter/Min,Max Speed (km/h),Count Medium Acceleration per 90 (1.5 m/s² to 3 m/s²),Count High Acceleration per 90 (+3 m/s²),Count Medium Deceleration per 90 (-1.5 m/s² to -3 m/s²),Count High Deceleration per 90 (-3 m/s²),Count HSR per 90 (20-25 km/h),Count Sprint per 90 (+25 km/h),Count HI per 90 (+20 km/h)
J. Velásquez,Farense,Farense,LCMF,29,300000,2025-06-30,1,10,0,0.01,0,0,,,Colombia,Colombia,right,174,72,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45,27.72,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Gustavo Henrique,Estrela Amadora,Estrela Amadora,"LW, RW",25,300000,2026-06-30,3,183,0,0,1,0.1,28.52,32.76,Brazil,Brazil,right,176,69,no,7.38,6.39,53.85,4.43,33.33,0,0,0,3.93,5.22,0.98,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0.49,1.97,0,0,0,1.97,0,0.49,3.93,37.5,13.77,25,0.49,1.48,0.49,14.26,2.46,1.97,26.07,75.47,4.43,55.56,4.92,100,8.36,70.59,22.62,86.96,1.48,0,15.53,21.59,0.05,1.48,0,0,0,0,0.49,1.97,75,0.49,0,0,0,0.49,0,2.46,20,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Adrián Butzke,Nacional,Nacional,CF,25,300000,2026-06-30,5,310,0,1.85,1,0.25,17.42,45,Spain,Spain,right,193,85,yes,2.03,2.61,33.33,6.68,69.57,0,0,0,1.16,1.5,1.45,2,0.58,0,0,1.74,0,0,0,0.54,0,0,11,3.19,27.27,0,0.29,0,0,0,0,0,0,0,0.87,33.33,4.94,17.65,3.19,0.87,0,10.16,1.16,0.58,18,80.65,3.48,58.33,4.65,93.75,6.68,78.26,17.71,81.97,0.29,0,15.42,6.55,0.07,0.58,0,0,0.58,100,0.87,2.32,50,0,0,0.29,100,0.29,0,2.03,85.71,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Bruno Brígido,Estrela Amadora,Estrela Amadora,GK,33,300000,2025-06-30,5,508,0,0,0,0,0.35,100,Brazil,Brazil,right,187,76,no,1.24,0,0,0,0,0,0,0,1.24,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,100,0,0,0,9.04,0,0.18,14.7,91.57,5.85,81.82,0,0,8.5,97.92,11.34,100,3.37,63.16,26.77,50.19,0,0,0,0,0,0,0,0.89,60,0,0,0.18,0,0,0,2.66,73.33,8,1.42,23,4.07,0,65.22,6.81,1.21,-1.19,-0.211,0,0.89,0,,,,0,0,0,,,,,,,,,,,,,,
Calila,Santa Clara,Santa Clara,"RWB, RB",25,300000,2025-06-30,5,181,0,0.11,0,0,16.41,60.61,Portugal,Portugal,right,180,73,no,10.94,9.94,65,0.99,100,0.5,0.77,0.5,3.98,6.15,1.99,0,0,0,0,0.99,0,0,0,0.05,0,0,2,0.99,100,0,0,0.99,0,0,0,0.99,0,0.5,0.5,0,2.98,33.33,0.99,1.49,0,18.4,2.49,0.5,25.86,80.77,7.46,73.33,9.45,100,5.47,63.64,21.88,88.64,2.98,50,17.02,8.18,0,0.5,0,0,0,0,0,2.49,60,0.99,50,0.99,50,0.5,0,7.96,68.75,0,,0,,0,0,0,0,,,0.99,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Ismael,Moreirense,Moreirense,"LDMF, LCMF, RCMF",25,300000,2025-06-30,6,502,0,0.48,1,0.13,15.78,61.36,Portugal,Portugal,right,184,77,no,13.45,8.78,67.35,2.15,66.67,1.79,2.16,0.54,5.74,6.91,1.79,1,0.18,0,0,0.72,0,0,0,0.09,0,0,4,0.72,25,0,0.18,0.54,33.33,0.18,0,0.36,50,0,0.72,50,2.51,71.43,0.54,0.36,0.18,29.58,0.36,1.08,43.21,86.72,14.34,76.25,6.63,94.59,12.91,90.28,39.08,89.45,3.59,65,18.65,39.43,0.02,0.54,0,0,0.18,0,0.36,4.12,73.91,0.9,20,0.54,33.33,0.36,0.18,6.27,65.71,0,,0,,0,0,0,0,,,1.43,,,0,0,0,0,0,0,,,,,,,,,,,,,,
I. Zlobin,Famalicão,Famalicão,GK,27,300000,2025-06-30,5,497,0,0,0,0,0.54,66.67,Russia,Russia,right,191,84,no,1.09,0,0,0.36,100,0,0,0,1.09,1.7,0,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,11.23,0.18,0.18,15.39,88.24,6.88,84.21,0,0,7.61,92.86,9.96,96.36,5.43,73.33,30.4,48.15,0,0,0,0,0,0,0,1.27,71.43,0,0,0.18,0,0,0,4.89,70.37,3,0.54,12,2.17,3,75,3.02,0.55,0.02,0.004,0,0.91,0.36,,,,0,0,0,,,,,,,,,,,,,,
B. Aguilera,Rio Ave,Rio Ave,"RWF, RCMF, LW",21,300000,2027-06-30,4,63,0,0,0,0,22.86,81.25,Costa Rica,Costa Rica,left,179,73,no,7.14,8.57,83.33,0,0,0,0,0,0,0,1.43,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,5.71,25,1.43,0,4.29,33.33,0,5.71,50,12.86,77.78,2.86,2.86,0,27.14,0,4.29,45.71,75,8.57,66.67,5.71,100,22.86,81.25,37.14,84.62,2.86,50,22.16,24.9,0,0,0,1.43,1.43,0,0,5.71,50,4.29,33.33,1.43,0,0,1.43,7.14,80,0,,0,,0,0,0,0,,,0,,,1.43,0,0,0,0,0,,,,,,,,,,,,,,
Michel Costa,Estoril,Estoril,"RCMF, LCMF",22,300000,2027-06-30,6,403,0,0.01,0,0.28,17.64,49.37,Brazil,Brazil,left,165,57,no,7.82,6.25,57.14,1.34,50,0.22,0.27,0.67,4.02,4.78,2.46,2,0.45,0,0,1.34,0,0,0,0,0,0,1,0.22,0,0,0,0.67,66.67,0.22,0,0.45,100,0,2.9,30.77,7.15,43.75,0.22,0.67,0,20.1,0.67,2.01,30.6,83.21,6.92,74.19,5.36,95.83,12.95,86.21,27.69,87.1,2.23,40,18.15,27.03,0.06,0.45,0,0,0,0,0.45,4.24,73.68,1.34,66.67,0,0,0.45,0.45,3.57,62.5,0,,0,,0,0,0,0,,,0.45,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Salvador Agra,Boavista,Boavista,"LW, LAMF",32,300000,2025-06-30,6,593,0,0.52,0,1.01,15.94,49.52,Portugal,Portugal,right,166,62,no,5.31,4.4,68.97,1.82,33.33,0.3,0.34,0.3,1.97,2.2,0.76,0,0,0,0,1.82,0,0,0,0.08,0,0,11,1.67,9.09,0,0,1.06,14.29,0.91,16.67,0.15,0,0.46,3.04,50,7.89,44.23,1.37,1.82,0.91,14.87,1.82,1.82,22.01,70.34,4.55,40,3.95,92.31,7.89,73.08,18.82,77.42,2.28,33.33,16.51,34.67,0.15,1.52,0,0,0.15,0,0.3,2.12,64.29,2.73,16.67,0.61,0,0.46,0.3,3.34,45.45,0,,0,,0,0,0,0,,,0,,,1.82,0.15,0,2.58,0,0,,,,,,,,,,,,,,
Jorge Aguirre,Gil Vicente,Gil Vicente,CF,24,300000,2027-06-30,6,289,1,0.9,0,0,21.49,27.54,Spain,Spain,right,183,78,no,3.11,4.05,46.15,2.8,33.33,0,0,0,1.25,1.76,0.62,0,0,0,0,1.56,0.31,1,0.31,0.28,0,0,8,2.49,37.5,12.5,0,0.31,0,0,0,0.31,0,0,1.56,20,10.28,18.18,2.8,0.93,0,13.7,2.18,1.56,17.44,82.14,2.49,75,5.92,89.47,5.92,84.21,15.88,84.31,1.25,75,16.4,22.39,0,0.31,0,0,0.31,100,0,2.49,100,0.31,0,0,0,0,0,0.93,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Rafael Brito,Casa Pia AC,Casa Pia AC,"LCMF, LWB",22,300000,2025-06-30,3,53,0,0,0,0.02,13.58,50,Portugal,Portugal,right,183,78,no,1.7,6.79,25,5.09,100,0,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,18.68,72.73,6.79,75,6.79,75,3.4,50,15.28,77.78,3.4,50,14.01,8.56,0.04,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,50,0,,0,,0,0,0,0,,,1.7,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Derick Poloni,Farense,Farense,LB,31,300000,2025-06-30,2,147,0,0.02,0,0.06,15.92,38.46,Brazil,"Brazil, Portugal",left,173,63,no,12.24,9.8,56.25,1.22,0,0,0,0.61,6.73,8.46,2.45,0,0,0,0,1.22,0,0,0,0.01,0,0,1,0.61,0,0,0,3.06,40,3.06,40,0,0,0,0,0,3.06,0,0.61,0,1.22,9.8,0,0,18.37,70,7.35,58.33,3.67,100,6.12,70,10.41,82.35,5.51,55.56,26.55,39.77,0.04,0.61,0,0,0,0,0.61,3.67,33.33,1.84,33.33,0,0,0,1.22,5.51,55.56,0,,0,,0,0,0,0,,,1.84,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Lucas Áfrico,Farense,Farense,LCB,29,300000,2026-06-30,4,378,0,0.27,0,0,14.29,48.33,Brazil,Brazil,left,188,79,no,6.9,5.48,52.17,5,42.86,0.48,0.61,0.95,3.57,4.59,0.95,1,0.24,0,0,0,0,0,0,0.06,0,0,3,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.71,66.67,0.95,0,0,21.9,0.95,0.48,32.14,85.93,12.62,73.58,1.67,100,15.48,95.38,27.38,93.91,4.76,40,23.66,42.72,0,0,0,0,0,0,0,2.38,50,0.24,0,0.24,100,0,0,4.05,52.94,0,,0,,0,0,0,0,,,1.43,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Fernando Fonseca,AVS ,AVS ,"RB, RCB",27,300000,2025-06-30,3,232,0,0,0,0.27,18.62,56.25,Portugal,Portugal,right,183,75,no,12.03,8.15,76.19,3.1,25,0,0,0.78,5.82,5.92,0.39,0,0,0,0,0.78,0,0,0,0,0,0,1,0.39,0,0,0,1.94,40,0,0,1.94,40,0,0.39,0,5.82,33.33,0,1.55,0,19.4,1.55,1.55,30.65,75.95,10.47,70.37,3.88,90,10.47,88.89,24.05,80.65,4.66,66.67,22.77,35.11,0.11,0.78,0,0,0,0,0.78,3.88,30,2.33,50,0,0,0,0.78,6.21,68.75,0,,0,,0,0,0,0,,,0.78,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Y. Sithole,Gil Vicente,Gil Vicente,"LCMF, RCMF, LDMF",25,275000,2026-06-30,2,67,0,0,0,0,13.43,70,South Africa,South Africa,right,188,79,yes,5.37,6.72,60,2.69,50,0,0,0,1.34,2.14,1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,100,2.69,100,0,0,0,18.81,0,1.34,25.52,100,2.69,100,8.06,100,9.4,100,25.52,100,0,0,14.95,0,0,0,0,0,0,0,0,2.69,100,0,0,0,0,0,0,2.69,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Rúben Macedo,Nacional,Nacional,"RWF, LAMF, LCMF",28,250000,2025-06-30,6,283,0,0.17,0,0.68,15.9,44,Portugal,"Portugal, Switzerland",right,171,67,no,6.36,5.72,44.44,1.59,0,0.32,0.44,0,3.5,4.85,0.64,0,0,0,0,3.5,0,0,0,0.05,0,0,4,1.27,25,0,0,3.5,27.27,1.59,0,1.91,50,0,3.18,60,6.36,55,1.91,1.59,0.64,11.45,0.64,1.91,16.22,66.67,3.18,40,4.77,93.33,4.13,53.85,12.4,76.92,0.64,50,20.26,16,0.22,1.59,0.32,0,0.32,100,0.32,1.91,33.33,2.86,55.56,0.32,100,0.95,0.95,2.23,85.71,0,,0,,0,0,0,0,,,0,,,0.64,0,0,0,0,0,,,,,,,,,,,,,,
Neto,Farense,Farense,"RCMF, RDMF",33,250000,2025-06-30,6,294,0,0.15,0,0,14.08,39.13,Brazil,Brazil,right,181,68,no,11.02,8.27,40.74,1.22,50,0.92,1.22,0.61,6.73,8.92,3.37,2,0.61,0,0,0.61,0,0,0,0.04,0,0,3,0.92,0,0,0,0,0,0,0,0,0,0,0.92,66.67,2.14,42.86,0,0.31,0.31,20.51,0,0.31,36.43,86.55,9.49,70.97,7.04,95.65,13.78,97.78,33.37,88.07,3.06,70,20.88,24.14,0,0,0.31,0,0.31,0,0,4.9,75,0.61,0,0.61,50,0,0,5.2,64.71,0,,0,,0,0,0,0,,,1.22,,,0.31,0,0,0,0,0,,,,,,,,,,,,,,
Jonatan Lucca,AVS ,AVS ,"RDMF, RCMF, LDMF",30,250000,2027-06-30,5,241,0,0.14,0,0,7.47,40,Brazil,"Brazil, Italy",left,184,79,no,5.98,2.24,83.33,1.87,40,0,0,0.75,4.11,5.16,0,1,0.37,0,0,0.37,0,0,0,0.05,0,0,4,1.49,25,0,0,0.37,0,0.37,0,0,0,0,0.37,0,2.99,12.5,0,0,0,19.79,0.37,0.37,26.89,88.89,9.34,80,3.36,100,10.83,93.1,26.51,90.14,0,0,15.99,0,0,0.37,0,0,0,0,0,5.98,87.5,0.37,0,0,0,0,0,4.85,76.92,0,,0,,0,0,0,0,,,0.37,,,0.37,0.37,100,0.37,0,0,,,,,,,,,,,,,,
Jaiminho,Farense,Farense,"LAMF, RAMF",26,225000,2026-06-30,1,44,0,0.02,0,0,,,Portugal,"Portugal, Guinea-Bissau",right,183,83,no,,,,,,,0,,,3.33,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Eric Veiga,AVS ,AVS ,"LW, LAMF, RW",27,200000,2025-06-30,4,162,0,0.06,0,0.04,10,27.78,Luxembourg,"Luxembourg, Portugal",left,183,76,no,2.22,2.22,25,1.11,0,0.56,0.67,0,1.11,1.33,1.67,0,0,0,0,1.11,0,0,0,0.04,0,0,1,0.56,100,0,0,2.22,25,1.11,0,1.11,50,0,0.56,0,6.11,36.36,0,0,0,7.78,2.22,2.22,11.11,60,2.78,40,2.78,80,3.33,50,7.22,84.62,1.67,0,15.21,19.66,0.02,0.56,0,0,0,0,0,1.11,100,1.67,33.33,0,0,0,1.11,2.22,50,0,,0,,0,0,0,0,,,0,,,1.11,0.56,100,0,0,0,,,,,,,,,,,,,,
Castro,Moreirense,Moreirense,"LCMF, RCMF",36,200000,2025-06-30,1,20,0,0,0,0,,,Portugal,Portugal,right,181,77,no,,,,,,,0,,,5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Fran Pereira,Estoril,Estoril,RCMF,22,200000,2026-06-30,1,17,0,0,0,0,,,Portugal,Portugal,right,185,75,no,,,,,,,0,,,10,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Tomané,Farense,Farense,CF,31,200000,2026-06-30,5,403,1,1.34,0,0.12,32.61,43.15,Portugal,Portugal,right,184,80,no,4.69,4.47,55,9.6,51.16,0.67,0.88,0,1.56,2.06,1.12,1,0.22,0,0,2.46,0.22,1,0.22,0.3,0,0,6,1.34,50,16.667,0,0.89,25,0,0,0.67,33.33,0,2.9,53.85,10.27,36.96,3.35,0.89,0,6.25,2.01,2.68,10.5,70.21,2.46,54.55,2.68,83.33,3.35,66.67,8.93,77.5,0.67,33.33,16.93,10.07,0.03,0.45,0,0,0.22,0,0,0.67,33.33,1.12,40,0.22,0,0.67,0.22,0.89,50,0,,0,,0,0,0,0,,,0.22,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Nani,Estrela Amadora,Estrela Amadora,"LW, LAMF",37,200000,2025-06-30,5,309,1,0.09,0,0.04,17.77,54.1,Portugal,"Portugal, Cape Verde Islands",right,180,70,no,4.37,3.5,58.33,1.17,50,0,0,0,2.33,4.62,0.58,2,0.58,0,0,2.62,0.29,1,0.29,0.02,0,0,2,0.58,50,50,0,2.33,0,1.75,0,0.58,0,0.29,3.79,61.54,11.07,52.63,0.58,1.75,0.87,24.76,0,2.62,34.37,74.58,6.7,47.83,6.7,95.65,11.65,70,29.13,87,2.91,10,17.06,20.31,0.01,0.58,0,0,0.29,0,0,3.79,23.08,3.5,33.33,1.46,0,1.17,0,3.5,66.67,0,,0,,0,0,0,0,,,0,,,0.29,0.29,0,1.75,0,0,,,,,,,,,,,,,,
Israel Salazar,Estoril,Estoril,"LWF, RWF",21,200000,2028-06-30,2,51,0,0.18,0,0,14.12,25,Spain,Spain,right,178,67,no,3.53,3.53,50,1.76,0,0,0,0,1.76,3.75,0,0,0,0,0,0,0,0,0,0.32,0,0,1,1.76,0,0,0,3.53,0,3.53,0,0,0,3.53,0,0,7.06,25,3.53,0,0,19.41,3.53,0,30,82.35,7.06,100,3.53,100,10.59,83.33,22.94,92.31,3.53,100,17.82,26.12,0,0,0,0,0,0,0,1.76,100,1.76,0,0,0,0,3.53,5.29,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Aderllan Santos,Rio Ave,Rio Ave,CB,35,200000,2025-06-30,6,565,0,0.53,0,0,16.57,64.42,Brazil,"Brazil, Portugal",right,193,86,no,14.34,7.33,78.26,5.58,65.71,0.8,1.06,0.32,7.81,10.35,1.12,1,0.16,0,0,0.32,0,0,0,0.08,0,0,4,0.64,50,0,0,0,0,0,0,0,0,0,0,0,0.48,33.33,0.8,0.16,0,27.88,0,0.16,42.21,87.55,11.63,69.86,1.75,100,25.81,95.06,37.91,91.6,4.3,51.85,20.96,37.95,0,0,0,0,0,0,0,2.87,33.33,0.48,33.33,0.32,50,0.16,0,3.98,40,0,,0,,0,0,0,0,,,1.59,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Filipe Ferreira,Boavista,Boavista,"LB, LCB, RCB",33,200000,2025-06-30,6,536,0,0.03,0,0.3,9.91,52.54,Portugal,Portugal,left,178,70,no,5.54,3.86,56.52,2.85,58.82,0,0,0.34,3.36,3.57,0.34,1,0.17,0,0,1.34,0,0,0,0,0,0,1,0.17,0,0,0,2.35,42.86,2.35,42.86,0,0,0,0.5,66.67,1.51,22.22,0,0.84,0.34,20.82,0.67,0.34,33.92,73.76,14.61,60.92,2.85,82.35,12.43,86.49,24.18,81.25,7.39,59.09,21.43,32.87,0.05,0.84,0,0,0,0,0.34,4.7,57.14,2.35,57.14,0.34,100,0.34,1.01,9.4,67.86,0,,0,,0,0,0,0,,,0.5,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Santi García,Gil Vicente,Gil Vicente,"LCMF, CF",23,200000,2027-06-30,2,39,0,0,0,0.1,,,Spain,Spain,right,184,80,no,,,,,,,7.5,,,15,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,17.6,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Cassiano,Casa Pia AC,Casa Pia AC,CF,35,200000,2026-06-30,1,41,1,0.76,0,0,,,Brazil,Brazil,right,184,80,no,,,,,,,0,,,0,,1,,0,,,,0,,,0,,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.93,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,1,100,,,,,,,,,,,,,,
André Geraldes,Casa Pia AC,Casa Pia AC,"RB, RWB",33,200000,2026-06-30,6,389,0,0.38,0,0.01,9.95,44.19,Portugal,Portugal,right,181,70,no,3.47,4.86,42.86,1.16,40,0,0,0.23,1.39,1.78,1.85,1,0.23,0,0,0.93,0,0,0,0.09,0,0,3,0.69,33.33,0,0,1.62,28.57,0,0,1.62,28.57,0,0.69,33.33,2.31,40,0.69,1.16,0.46,17.35,2.31,0.93,26.61,84.35,6.48,75,7.87,97.06,6.02,73.08,22.67,92.86,2.54,36.36,18.56,17.75,0,0.69,0,0,0,0,0,1.85,62.5,1.62,28.57,0,0,0,0.46,4.16,66.67,0,,0,,0,0,0,0,,,0.46,,,0,0,0,0,0,0,,,,,,,,,,,,,,
David Simão,Arouca,Arouca,"LCMF, LDMF",34,200000,2025-06-30,6,501,1,0.68,0,0.68,12.57,44.29,France,"France, Portugal",left,183,74,no,6.11,5.21,37.93,0.72,50,0.9,1.23,0.36,3.23,4.43,2.34,1,0.18,0,0,0.72,0.18,1,0.18,0.12,0,0,5,0.9,40,20,0,0.36,50,0.36,50,0,0,0,0.72,25,5.39,40,0.18,0,0,37.19,0,1.26,50.12,88.17,15.45,80.23,7.37,100,20.3,94.69,44.55,91.13,5.21,65.52,20.36,37.97,0.12,1.44,0,0,0.18,0,0.36,8.44,72.34,1.62,44.44,1.08,50,0.54,0.18,9.52,81.13,0,,0,,0,0,0,0,,,0.9,,,0.72,0.18,0,1.8,0,0,,,,,,,,,,,,,,
Samuel Granada,AVS ,AVS ,"CF, LWF, RAMF",23,150000,2025-12-31,4,261,0,0.94,1,0.31,21.72,34.92,Brazil,Brazil,right,190,72,no,3.45,2.41,42.86,7.24,33.33,0.34,0.39,0,2.07,2.34,1.38,1,0.34,1,0.34,2.41,0,0,0,0.33,0,0,7,2.41,42.86,0,0.34,1.72,40,0.69,100,1.03,0,0,2.41,28.57,7.59,31.82,3.1,0.34,0,6.55,0.69,1.72,14.83,67.44,1.38,75,3.79,90.91,7.24,57.14,12.07,77.14,1.03,0,16.75,11.53,0.11,0.69,0,0,0,0,0.34,0.69,0,1.03,33.33,0,0,0,0.69,1.03,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Luís Silva,AVS ,AVS ,LW,31,150000,2025-06-30,1,32,0,0,0,0,,,Portugal,Portugal,left,185,82,no,,,,,,,0,,,2.73,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28,35.62,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Vítor Gomes,Rio Ave,Rio Ave,"RCMF, LCMF, DMF",36,100000,2025-06-30,4,58,0,0,1,0.64,10.86,57.14,Portugal,Portugal,right,183,81,no,6.21,1.55,0,4.66,66.67,0,0,0,6.21,7.06,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,1.55,100,0,0,0,23.28,0,0,41.9,92.59,18.62,91.67,3.1,100,18.62,91.67,37.24,95.83,4.66,66.67,13.25,18.06,0.99,6.21,0,0,1.55,100,1.55,15.52,90,6.21,75,1.55,100,4.66,0,9.31,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Marco Matias,Farense,Farense,"LW, LAMF",35,100000,2025-06-30,4,178,0,0.01,0,0.2,17.7,34.29,Portugal,Portugal,right,177,73,no,2.02,3.54,28.57,2.53,40,0,0,0,1.01,1.28,0.51,0,0,0,0,2.02,0,0,0,0.01,0,0,1,0.51,0,0,0,3.03,50,2.02,75,1.01,0,0,2.02,25,7.08,35.71,1.01,0.51,0,14.66,0.51,3.03,18.71,64.86,5.06,20,2.53,80,6.57,84.62,12.64,76,3.03,33.33,23.21,38.75,0.1,1.01,0,0,1.01,0,0,4.55,55.56,4.04,50,1.52,33.33,0.51,1.52,4.04,62.5,0,,0,,0,0,0,0,,,0,,,0,0,0,2.02,0,0,,,,,,,,,,,,,,
Rúben Lima,Estrela Amadora,Estrela Amadora,LB,34,100000,2025-06-30,3,53,0,0,0,0.03,13.58,87.5,Portugal,Portugal,left,177,69,no,11.89,11.89,85.71,0,0,0,0,0,1.7,3,1.7,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,6.79,50,6.79,50,0,0,1.7,0,0,0,0,1.7,0,0,22.08,0,1.7,37.36,68.18,13.58,62.5,3.4,100,13.58,62.5,25.47,80,6.79,50,23.94,35.84,0.05,1.7,0,0,0,0,0,8.49,60,3.4,50,0,0,0,1.7,6.79,75,0,,0,,0,0,0,0,,,0,,,1.7,0,0,1.7,0,0,,,,,,,,,,,,,,
Marcelo,Moreirense,Moreirense,RCB,35,100000,2025-06-30,6,602,0,0.32,0,0.1,12.26,60.98,Brazil,"Brazil, Portugal",right,185,74,no,9.42,4.04,77.78,5.23,62.86,0.3,0.36,2.09,5.98,7.23,0.75,1,0.15,0,0,0,0,0,0,0.05,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.75,0,0,26.61,0.15,0.45,38.12,88.24,16.45,77.27,2.54,100,17.04,95.61,33.49,93.3,4.63,51.61,22.56,41.77,0.01,0.15,0,0,0,0,0.15,3.29,50,0.3,50,0.45,66.67,0.15,0,6.28,73.81,0,,0,,0,0,0,0,,,2.39,,,0,0,0,0,0,0,,,,,,,,,,,,,,
